1,R15UG,Regulations for UG Programs in Engineering (2015),2015,2017,8,180,4.5
1,R18UG,Regulations for UG Programs in Engineering (2018),2020,8,180,4.5
1,R14UG,Regulations for UG Programs in Engineering (2014),2014,2015,8,180,4.5
2,R18PG,Regulations for PG Programs in Engineering (2018),2018,4,60,4.5
2,R14PG,Regulations for PG Programs in Engineering (2014),2014,2017,4,60,4.5
