1505707,PJ,NLP,Natural Language Processing,5,R-15,VII sem,1,0,3,1,0,30,70,3
1505708,PJ,IOT,Internet Of Things,5,R-15,VII sem,1,0,4,0,0,30,70,3
1505709,PJ,ST LAB,Software Testing Lab,5,R-15,VII sem,0,0,0,0,3,50,50,2
1505710,PJ,IOT LAB,Internet Of Things Lab,5,R-15,VII sem,0,1,0,0,3,50,50,2
1525801,PJ,SPM,Software Project Management,5,R-15,VIII sem,1,0,4,0,0,30,70,3
1505802,PJ,EH,Ethical Hacking,5,R-15,VIII sem,1,0,4,0,0,30,70,3
1505803,PN,MS,Management Science,5,R-15,VIII sem,1,0,3,1,0,30,70,3
1505804,PJ,DIP,Digital Image Processing,5,R-15,VIII sem,1,0,4,0,0,30,70,3
1505805,PJ,SNMA,"Social Network Mining and
Analysis",5,R-15,VIII sem,1,0,4,0,0,30,70,3
1505806,PJ,SC,Soft Computing,5,R-15,VIII sem,1,0,4,0,0,30,70,3
1505807,PJ,SC,Seminar & Comprehensive Viva Voce,5,R-15,VIII sem,0,1,0,0,0,100,0,4
1505808,PJ,PW,Project Work,5,R-15,VIII sem,0,1,4,0,0,50,50,10
