code,sub_c,sn,n,dep,program,Regulation,Semester,istheory,ispractical,L,T,P,IM,EM,Cr
14034105,PJ,P&OM,Production & Operations Management,3,UG,R-14,VII SEM,1,0,3,0,0,30,70,3
14034106,PJ,CFD,Computational Fluid Dynamics,3,UG,R-14,VII SEM,1,0,3,0,0,30,70,3
14034107,PJ,M,Mechatronics,3,UG,R-14,VII SEM,1,0,3,0,0,30,70,3
14034108,PJ,MMM,Modern Manufacturing Methods,3,UG,R-14,VII SEM,1,0,3,0,0,30,70,3
14034109,PJ,TD, Tool Design,3,UG,R-14,VII SEM,1,0,3,0,0,30,70,3
14034110,PJ,PPE,Power Plant Engineering,3,UG,R-14,VII SEM,1,0,3,1,0,30,70,3
14034111,PJ,I&CS LAB,Instrumentation and Control Systems Lab,3,UG,R-14,VII SEM,0,1,0,0,3,50,50,2
14034112,PJ,CAD/CAM LAB,CAD/CAM Lab,3,UG,R-14,VII SEM,0,1,0,0,3,50,50,2
14034201,PJ,A&R,Automation & Robotics,3,UG,R-14,VIII SEM,1,0,3,1,0,30,70,3
14034202,PJ,RES,Renewable energy sources,3,UG,R-14,VIII SEM,1,0,3,1,0,30,70,3
14034203,PJ,GT&JP,Gas Turbines and Jet Propulsion,3,UG,R-14,VIII SEM,1,0,3,1,0,30,70,3
14034204,PJ,GM,Geometric Modeling,3,UG,R-14,VIII SEM,1,0,3,0,0,30,70,3
14034205,PJ,CM,Composite Materials,3,UG,R-14,VIII SEM,1,0,3,0,0,30,70,3
14034206,PJ,PE&IPR,Professional Ethics & Intellectual Property Rights,3,UG,R-14,VIII SEM,1,0,3,1,0,30,70,3
14034207,PJ,S,Seminar,3,UG,R-14,VIII SEM,0,1,0,0,0,100,0,3
14034208,PJ,PW,Project Work,3,UG,R-14,VIII SEM,0,1,0,0,0,50,50,10
1521101,BS,M1,Mathematics-1,6,UG,R-15,I SEM,1,0,3,1,0,30,70,3
1521102,BS,M2,Mathematics-2,6,UG,R-15,I SEM,1,0,3,1,0,30,70,3
1503103,ED,EG,Engineering Graphics,3,UG,R-15,I SEM,1,0,1,0,3,30,70,3
1524104,HS,ENG1,English-1,6,UG,R-15,I SEM,1,0,4,0,0,30,70,3
1502105,ED,C,Programming in C,5,UG,R-15,I SEM,1,0,3,1,0,30,70,3
1501106,HS,ES,Environimenta Studies,6,UG,R-15,I SEM,1,0,4,0,0,30,70,3
1505107,ED,C Lab,Programming in C Lab,5,UG,R-15,I SEM,0,1,0,0,3,50,50,2
1599108,ED,EW,Engineering Workshop,3,UG,R-15,I SEM,0,1,0,0,3,50,50,2
1522102,BS,EP,Engineering Physics,6,UG,R-15,II SEM,1,0,3,1,0,30,70,3
1521202,BS,M3,Mathematics-3,6,UG,R-15,II SEM,1,0,3,1,0,30,70,3
1523103,ED,EC,Engineering Chemistry,6,UG,R-15,II SEM,1,0,3,1,0,30,70,3
1524204,HS,ENG2,English-2,6,UG,R-15,II SEM,1,0,4,0,0,30,70,3
1505205,PJ,IDS,Introduction to Data Structures,5,UG,R-15,II SEM,1,0,3,1,3,30,70,3
1525106,HS,HVPE,Human Values and Professional Ethics,6,UG,R-15,II SEM,1,0,4,0,0,30,70,3
1599107,BS,PC LAB,Physics and Chemistry Lab,6,UG,R-15,II SEM,0,1,0,0,3,50,50,2
1524108,HS,ELCS LAB,English Language and Communication Skills Lab,6,UG,R-15,II SEM,0,1,0,0,3,50,50,2
1599301,PN,EEE,Electrical & Electronics Engineering ,3,UG,R-15,III SEM,1,0,3,1,0,30,70,3
1505302,PJ,ADS,Advanced Data Structures,5,UG,R-15,III SEM,1,0,3,1,0,30,70,3
1505303,PJ,DLD,Digital Logic Design,5,UG,R-15,III SEM,1,0,3,1,0,30,70,3
1505304,PJ,DM,Discrete Mathematics,5,UG,R-15,III SEM,1,0,4,0,0,30,70,3
1525305,PN,MEFA,Managerial Economics & Financial Analysis,6,UG,R-15,III SEM,1,0,3,1,0,30,70,3
1505306,PJ,OOPS(or)C++,Object Oriented Programming through C++,5,UG,R-15,III SEM,1,0,3,1,0,30,70,3
1505307,PJ,OOPS&DS LAB,Object Oriented Programming & Data Structures Lab,5,UG,R-15,III SEM,0,1,0,0,3,50,50,2
1599308,PN,EEE LAB,Electrical & Electronics Engineering Lab,3,UG,R-15,III SEM,0,1,0,0,3,50,50,2
1521401,HS,P&S,Probability & Statistics,6,UG,R-15,IV SEM,1,0,3,1,0,30,70,3
1505402,HS,OS,Operating Systems,5,UG,R-15,IV SEM,1,0,4,0,0,30,70,3
1505403,PJ,DBMS,Database Management Systems,5,UG,R-15,IV SEM,1,0,3,1,0,30,70,3
1505404,PJ,FLAT,Formal Languages & Automata Theory,5,UG,R-15,IV SEM,1,0,3,1,0,30,70,3
1505405,PJ,JAVA,Java Programming,5,UG,R-15,IV SEM,1,0,3,1,0,30,70,3
1505406,PJ,CO,Computer Organization,5,UG,R-15,IV SEM,1,0,4,0,0,30,70,3
1525407,PJ,DBMS LAB,Database Management Systems Lab,5,UG,R-15,IV SEM,0,1,0,0,3,50,50,2
1505408,PJ,JAVA LAB,Java Programming Lab,5,UG,R-15,IV SEM,0,1,0,0,3,50,50,2
1505501,PJ,WT,Web Technologies,5,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1505502,PJ,CN,Computer Networks,5,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1505503,PJ,SE,Software Engineering,5,UG,R-15,V SEM,1,0,4,0,0,30,70,3
1505504,PJ,CD,Compiler Design,5,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1505505,PJ,ACA,Advanced Computer Architecture,5,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1505506,PJ,MS,Multimedia Systems,5,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1505507,PJ,PPL,Principles of Programming Languages,5,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1504508,PN,MP,Micro Processors,4,UG,R-15,V SEM,1,0,4,0,0,30,70,3
1505509,PN,WT LAB,Web Technologies Lab,5,UG,R-15,V SEM,0,1,0,0,3,50,50,2
1524510,PN,AECS LAB,Advanced English and Communication Skills Lab,6,UG,R-15,V SEM,0,1,0,0,3,50,50,2
1505601,PJ,OOAD,Object Oriented Analysis & Design,5,UG,R-15,VI SEM,1,0,4,0,0,30,70,3
1505602,PJ,DAA,Design & Analysis of Algorithms,5,UG,R-15,VI SEM,1,0,4,0,0,30,70,3
1505603,PJ,C&NS,Cryptography & Network Security,5,UG,R-15,VI SEM,1,0,4,0,0,30,70,3
1505604,PJ,DM,Data Mining,5,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1505605,PJ,MAD,Mobile Application Development,5,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1505606,PJ,ML,Machine Learning,5,UG,R-15,VI SEM,1,0,4,0,0,30,70,3
1505607,PJ,DS,Distributed Systems,5,UG,R-15,VI SEM,1,0,4,0,0,30,70,3
1505608,PJ,U&SP,Unix and Shell Programming,5,UG,R-15,VI SEM,1,0,4,0,0,30,70,3
1505609,PN,UML & DM Lab,UML & Data Mining Lab,5,UG,R-15,VI SEM,0,1,0,0,3,50,50,2
1505610,PN,MAD Lab,Mobile Application Development Lab,5,UG,R-15,VI SEM,0,1,0,0,3,50,50,2
1505701,PJ,BDT,Big Data Technologies,5,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1505703,PJ,AI,Artificial Intelligence,5,UG,R-15,VII SEM,1,0,4,0,0,30,70,3
1505702,PJ,CC,Cloud Computing,2,UG,R-15,VII SEM,1,0,4,0,0,30,70,3
1505704,PJ,ST,Software Testing,2,UG,R-15,VII SEM,1,0,4,0,0,30,70,3
1505705,PJ,CG,Computer Graphics,5,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1505706,PJ,MC,Mobile Computing,5,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1505707,PJ,NLP,Natural Language Processing,5,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1505708,PJ,IOT,Internet Of Things,5,UG,R-15,VII SEM,1,0,4,0,0,30,70,3
1505709,PJ,ST LAB,Software Testing Lab,5,UG,R-15,VII SEM,0,0,0,0,3,50,50,2
1505710,PJ,IOT LAB,Internet Of Things Lab,5,UG,R-15,VII SEM,0,1,0,0,3,50,50,2
1525801,PJ,SPM,Software Project Management,5,UG,R-15,VIII SEM,1,0,4,0,0,30,70,3
1505802,PJ,EH,Ethical Hacking,5,UG,R-15,VIII SEM,1,0,4,0,0,30,70,3
1505803,PN,MS,Management Science,5,UG,R-15,VIII SEM,1,0,3,1,0,30,70,3
1505804,PJ,DIP,Digital Image Processing,5,UG,R-15,VIII SEM,1,0,4,0,0,30,70,3
1505805,PJ,SNMA,Social Network Mining and Analysis,5,UG,R-15,VIII SEM,1,0,4,0,0,30,70,3
1505806,PJ,SC,Soft Computing,5,UG,R-15,VIII SEM,1,0,4,0,0,30,70,3
1505807,PJ,SC,Seminar & Comprehensive Viva Voce,5,UG,R-15,VIII SEM,0,1,0,0,0,100,0,4
1505808,PJ,PW,Project Work,5,UG,R-15,VIII SEM,0,1,4,0,0,50,50,10
14551201,PJ,ADMS,Advanced Database Management  Systems ,1,PG,R-14,II SEM,1,0,4,0,0,40,60,4
14551202,PJ,DS,Distributed Systems ,1,PG,R-14,II SEM,1,0,4,0,0,40,60,4
14551203,PJ,DW&D,Data Warehousing & Data Mining ,1,PG,R-14,II SEM,1,0,4,0,0,40,60,4
14551204,PJ,OOAD,Object Oriented Analysis and Design ,1,PG,R-14,II SEM,1,0,4,0,0,40,60,4
14551205,PJ,BDT,Big Data Analytics ,1,PG,R-14,II SEM,1,0,4,0,0,40,60,4
14551206,PJ,SQAT,Software Quality Assurance and Testing ,1,PG,R-14,II SEM,1,0,4,0,0,40,60,4
14551207,PJ,NS&C,Network Security & Cryptography,1,PG,R-14,II SEM,1,0,4,0,0,40,60,4
14551208,PJ,WSN, Wireless Sensor Networks ,1,PG,R-14,II SEM,1,0,4,0,0,40,60,4
14551209,PJ,S LAB,Software Lab-2 ,1,PG,R-14,II SEM,0,1,0,0,3,50,50,2
14551101,PJ,ADS,Advanced Data Structures ,1,PG,R-14,I SEM,1,0,4,0,0,40,60,4
14551102,PJ,ASE,Advanced Software Engineering,1,PG,R-14,I SEM,1,0,4,0,0,40,60,4
14551103,PJ,ACA,Advanced Computer Architecture,1,PG,R-14,I SEM,1,0,4,0,0,40,60,4
14551104,PJ,CC, Cloud Computing ,1,PG,R-14,I SEM,1,0,4,0,0,40,60,4
14551105,PJ,CAN,Advanced Computer Networks,1,PG,R-14,I SEM,1,0,4,0,0,40,60,4
14551106,PJ,PP,Pythan Programming ,1,PG,R-14,I SEM,1,0,4,0,0,40,60,4
14551107,PJ,J&WT,Java & Web Technologies,1,PG,R-14,I SEM,1,0,4,0,0,40,60,4
14551108,PJ,IP,Image Processing ,1,PG,R-14,I SEM,1,0,4,0,0,40,60,4
14551109,PJ,S LAB,Software Lab-1 ,1,PG,R-14,I SEM,0,1,0,0,3,50,50,2
14541101,PJ,DSD,Digital System Design ,1,PG,R-14,I SEM,1,0,4,0,0,40,60,4
14541102,PJ,ES,Embedded Systems ,1,PG,R-14,I SEM,1,0,4,0,0,40,60,4
14541103,PJ,A&DSP,Advanced DSP,1,PG,R-14,I SEM,1,0,4,0,0,40,60,4
14541104,PJ,DCT,Digital Communication Techniques ,1,PG,R-14,I SEM,1,0,4,0,0,40,60,4
14541105,PJ,ASP,Adaptive Signal Processing ,1,PG,R-14,I SEM,1,0,4,0,0,40,60,4
14541106,PJ,ACA, Advanced Computer Architecture ,1,PG,R-14,I SEM,1,0,4,0,0,40,60,4
14541107,PJ,DSP&A,DSP Processors & Architecture ,2,PG,R-14,I SEM,1,0,4,0,0,40,60,4
14541105,PJ,FBW, Filter banks and wavelets ,2,PG,R-14,I SEM,1,0,4,0,0,40,60,4
14541108,PJ,DSDL,Digital System Design Lab ,2,PG,R-14,I SEM,0,1,0,0,3,50,50,2
14541201,PJ,WC,Wireless Communications,2,PG,R-14,II SEM,1,0,4,0,0,40,60,4
14541202,PJ,DES,Detection and Estimation of Signals ,2,PG,R-14,II SEM,1,0,4,0,0,40,60,4
14541203,PJ,IVP,Image and Video Processing ,2,PG,R-14,II SEM,1,0,4,0,0,40,60,4
14541204,PJ,MSD,Microcomputer System Design ,2,PG,R-14,II SEM,1,0,4,0,0,40,60,4
14541205,PJ,VLSID&T,VLSI Design and Technology ,2,PG,R-14,II SEM,1,0,0,0,0,40,60,4
14541206,PJ,IN,Internetworking ,2,PG,R-14,II SEM,1,0,4,0,0,40,60,4
14541207,PJ,MC, Multimedia Communications ,2,PG,R-14,II SEM,1,0,4,0,0,40,60,4
14541208,PJ,OC,Optical Communication ,2,PG,R-14,II SEM,1,0,4,0,0,40,60,4
14541209,PJ,C&SP LAB,Communications & Signal Processing (CSP) Lab ,2,PG,R-14,II SEM,0,1,0,0,3,50,50,2
14521101,PJ,MCT,Modern Control Theory ,2,PG,R-14,I SEM,1,0,3,1,0,60,60,4
14521102,PJ,PSC&S,Power System Control & Stabilit,2,PG,R-14,I SEM,1,0,3,1,0,40,60,4
14521103,PJ,ET,EHVAC Transmission ,2,PG,R-14,I SEM,1,0,3,1,0,40,60,4
14521104,PJ,RPC&M,Reactive Power Compensation & Management ,2,PG,R-14,I SEM,1,0,3,1,0,40,60,4
14521105,PJ,PSD,Power System Deregulation ,2,PG,R-14,I SEM,1,0,3,1,0,40,60,4
14521106,PJ,OT,Optimization Techniques ,2,PG,R-14,I SEM,1,0,3,1,0,40,60,4
14521107,PJ,PCT,Power Conversion Techniques ,2,PG,R-14,I SEM,1,0,3,1,0,40,60,4
12521108,PJ,GIS,Gas Insulated Systems ,2,PG,R-14,I SEM,1,0,3,1,0,40,60,4
14521109,PJ,PS LAB,Power Systems Lab ,3,PG,R-14,I SEM,0,1,0,0,3,50,50,4
14521201,PJ,OCPS,Operation and Control of Power Systems,3,PG,R-14,II SEM,1,0,3,1,0,40,60,4
14521202,PJ,APSP,Advanced Power System Protection,3,PG,R-14,II SEM,1,0,3,1,0,40,60,4
14521203,PJ,PQ,Power Quality,3,PG,R-14,II SEM,1,0,3,1,0,40,60,4
14521204,PJ,PSR,Power System Reliability,3,PG,R-14,II SEM,1,0,3,1,0,40,60,4
14521205,PJ,ECS,Energy Conversion Systems,3,PG,R-14,II SEM,1,0,3,1,0,40,60,4
14521206,PJ,ESG,Electric Smart Grid,3,PG,R-14,II SEM,1,0,3,1,0,40,60,4
14521207,PJ,AITEPE,AI Techniques in Electrical Power Engineering,3,PG,R-14,II SEM,1,0,3,1,0,40,60,4
14521208,PJ,DCS,Digital Control Systems,3,PG,R-14,II SEM,1,0,3,1,0,40,60,4
14521209,PJ,PSS LB,Power Systems Simulation Lab,3,PG,R-14,II SEM,0,1,0,0,3,50,50,2
14522101,PJ,Seminar,Seminar,3,PG,R-14,III SEM,0,1,0,0,0,0,100,2
14522201,PJ,PW,Project Work,3,PG,R-14,IV SEM,0,1,0,0,0,50,50,16
14511101,PJ,NM,Numerical Methods,3,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14511102,PJ,EGM,Experimental Geo-Mechanics,3,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14511103,PJ,SF,Shallow Foundations,3,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14511104,PJ,GIT,Ground Improvement Techniques,3,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14511105,PJ,PPM,Project Planning and Management,3,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14511106,PJ,SSI,Soil Structure Interaction,3,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14511107,PJ,EGT,Environmental Geo-Technology,3,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14511108,PJ,AEG,Advanced Engineering Geology,3,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14511109,PJ,DM,Disaster Management,3,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14511110,PJ,GI,Geotechnical Instrumentation,3,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14511111,PJ,GIL,Geotechnical Engineering Lab,4,UG,R-14,I SEM,0,1,0,0,3,50,50,2
14511201,PJ,ERS,Earth Retaining Structures,4,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14511202,PJ,DF,Deep Foundations,4,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14511203,PJ,CPES,Construction Practices in Expansive Soils,4,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14511204,PJ,SDMF,Soil Dynamics and Machine Foundations,4,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14511205,PJ,FEM,Finite Element Method,4,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14511206,PJ,DGS,Design with Geo-synthetics,4,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14511207,PJ,PD,Pavement Design,4,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14511208,PJ,RSA,Remote Sensing and Applications,4,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14511209,PJ,GEE,Geotechnical Earthquake Engineering,4,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14511210,PJ,PSM,Project Safety Management,4,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14511211,PJ,CGAL,Computer Geotechnical Applications Lab,4,UG,R-14,II SEM,0,1,0,0,3,50,50,2
14512101,PJ,Seminar,Seminar,4,UG,R-14,III SEM,0,1,0,0,0,0,100,2
14512201,PJ,PW,Project Work,4,UG,R-14,IV SEM,0,1,0,0,0,50,50,16
14211101,BS,CM,COMPUTATIONAL METHODS,4,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14531102,PJ,FEM,FINITE ELEMENT METHODS,4,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14531103,PJ,CIM,COMPUTER INTEGRATED MANUFACTURING,4,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14531104,PJ,GM,GEOMETRIC MODELING,4,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14531105,PJ,AMT,ADVANCES IN MANUFACTURING TECHNOLOGY,5,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14531106,PJ,QEM,QUALITY ENGINEERING AND MANUFACTURING ,5,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14531107,PJ,CAPP,COMPUTER AIDED PROCESS PLANNING,5,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14531108,PJ,DFM,DESIGN FOR MANUFACTURING,5,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14531109,PJ,CE,CONCURRENT ENGINEERING,5,UG,R-14,I SEM,1,0,3,1,0,40,60,4
14531110,PJ,N & CNC LAB,MODELING AND CNC LAB,5,UG,R-14,I SEM,0,1,3,0,3,50,50,2
14531201,PJ,AOT,ADVANCED OPTIMIZATION TECHNIQUES,5,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14531202,PJ,R ,ROBOTICS,5,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14531203,PJ,CG ,COMPUTER GRAPHICS,5,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14531204,PJ,CNCT & P,CNC TECHNOLOGY & PROGRAMMING,5,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14531205,PJ,M ,MECHATRONICS,5,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14531206,PJ,RP ,RAPID PROTOTYPING,5,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14531207,PJ,AIES,ARTIFICIAL INTELLIGENCE & EXPERT SYSTEMS,5,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14531208,PJ,MMMC,MECHANICS & MANUFACTURING METHODS OF COMPOSITES,5,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14531209,PJ,AM ,AUTOMATION IN MANUFACTURING,5,UG,R-14,II SEM,1,0,3,1,0,40,60,4
14531210,PJ,CAD/CAM LAB,CAD/CAM LAB,5,UG,R-14,II SEM,0,1,3,0,3,50,50,2
14532101,PJ,Seminar,Seminar,5,UG,R-14,III SEM,0,1,0,0,0,0,100,2
14532201,PJ,PW,Project Work,5,UG,R-14,IV SEM,0,1,0,0,0,50,50,16
1521301,BS,M4,Mathematics-IV,6,UG,R-15,III SEM,1,0,3,1,0,30,70,3
1511302,PN,FMHM,Fluids Mechanics & Hydraulic Machinery,1,UG,R-15,III SEM,1,0,4,0,0,30,70,3
1504303,PJ,EDC,Electronic Devices and Circuits ,4,UG,R-15,III SEM,1,0,4,0,0,30,70,3
1502304,PJ,EMF,Electromagnetic Fields,3,UG,R-15,III SEM,1,0,3,1,0,30,70,3
1502305,PJ,NT,Network Theory,3,UG,R-15,III SEM,1,0,3,1,0,30,70,3
1502306,PJ,EM-1,Electrical Machines-I,3,UG,R-15,III SEM,1,0,3,1,0,30,70,3
1511307,PN,FMHM LAB, Fluid Mechanics & Hydraulic machinery Lab,1,UG,R-15,III SEM,0,1,0,0,3,50,50,2
1502308,PJ,EC&S LAB,Electrical Circuits & Simuation Lab,3,UG,R-15,III SEM,0,1,0,0,3,50,50,2
1514401,PJ,AEC,Analog Electronic Circuits,4,UG,R-15,IV SEM,1,0,3,1,0,30,70,3
1504402,PJ,STLC,Switching Theory & Logic Design,3,UG,R-15,IV SEM,1,0,3,1,0,30,70,3
1502403,PJ,GEP,Generation of Electrical Power,3,UG,R-15,IV SEM,1,0,3,1,0,30,70,3
1502404,PJ,Electronic M,Electrical & Electronics Measurments,3,UG,R-15,IV SEM,1,0,3,1,0,30,70,3
1502405,PJ,EM-II,Electrical Machines-II,3,UG,R-15,IV SEM,1,0,3,1,0,30,70,3
1502406,PJ,PS-I,Power System-I,3,UG,R-15,IV SEM,1,0,3,1,0,30,70,3
1514407,PJ,EDC Lab,Electronic Devices and Circuits Lab,3,UG,R-15,IV SEM,0,1,0,0,3,50,50,2
1502408,PJ,EM-I,Electronic Machines-I Lab,3,UG,R-15,IV SEM,0,1,0,0,3,50,50,2
1525501,HS,MEFA,Managerial Economics and Financial Analysis,6,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1502502,PJ,CS,Control Systems,3,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1502503,PJ,PE,Power Electronics,3,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1502505,PJ,EM-III,Electrical Machines-III,3,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1514506,PJ,DSP,Digital Signal Processing,3,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1514507,PJ,S&S,Signals & Systems ,3,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1514508,PJ,ES,Embedded Systems,3,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1502509,PJ,EM Lab,Electrical Measurements Lab,3,UG,R-15,V SEM,0,1,0,0,3,50,50,2
1502510,PJ,EM-II Lab,Electrical Machines-II Lab,3,UG,R-15,V SEM,0,1,0,0,3,50,50,2
1514601,PJ,LDICA,Linear & Digital Integrated Circuit Analysis,4,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1514602,PJ,MPMC,Micro Processors & Microcontrollers,4,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1502603,PJ,PSD,Power Semiconductor Drives,3,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1502604,PJ,PS-III,Power System-III,3,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1502605,PJ,PSOC,Power System Operation & Control,3,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1514606,PN,Instrumentation,Instrumentation ,3,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1502607,PN,SCT,Soft Computing Techniques ,3,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1513608,PN,OT,Optimization Techniques,3,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1524609,HS,AEC Lab,Advanced English Communication Lab(Audit Course),6,UG,R-15,VI SEM,0,1,0,0,3,50,50,0
1502610,PJ,PE&S Lab,Power Electronics & Simulation Lab,3,UG,R-15,VI SEM,0,1,0,0,3,50,50,2
1502611,PJ,CS&S Lab,Control Systems & Simulation Lab,3,UG,R-15,VI SEM,0,1,0,0,3,50,50,2
1525701,HS,MS,Management Science,6,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1502702,PJ,ACS,Advanced Control System,3,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1502703,PJ,HVDC Transmission,HVDC Transmission,3,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1502704,PJ,SG&P,Switch Gear & Protection,3,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1502705,PJ,EDS,Electrical Distribution Systems,3,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1502706,PJ,HVE,High Voltage Engineering ,3,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1502707,PJ,PQ,Principles of Power Quality,3,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1502708,PJ,PS,Reliability Engineering & Applications to Power Systems,3,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1514709,PJ,MPMC Lab,Micro Processors & Microcontrollers Lab,3,UG,R-15,VII SEM,0,1,0,0,3,50,50,2
1502710,PJ,PSS Lab,Power  Systems Simulation Lab,3,UG,R-15,VII SEM,0,1,0,0,3,50,50,2
1502801,PJ,UEP,Utilization of Electrical Power ,3,UG,R-15,VIII SEM,1,0,3,1,0,30,70,3
1502802,PJ,FACTS,FACTS,3,UG,R-15,VIII SEM,1,0,3,1,0,30,70,3
1502803,PJ,EA&DS,Energy Auditing and Demand Side Management,3,UG,R-15,VIII SEM,1,0,3,1,0,30,70,3
1502804,PJ,SEM,Special Electrical Machines ,3,UG,R-15,VIII SEM,1,0,3,1,0,30,70,3
1502805,PJ,SMPC,Switch Mode Power Converters ,3,UG,R-15,VIII SEM,1,0,3,1,0,30,70,3
1502806,PJ,EMD,Electrical Machine Design,3,UG,R-15,VIII SEM,1,0,3,1,0,30,70,3
1502808,PJ,Seminar,Seminar,3,UG,R-15,VIII SEM,0,0,0,0,0,50,50,2
1502809,PJ,Comprehensive Viva,Comprehensive Viva,3,UG,R-15,VIII SEM,0,0,0,0,0,50,50,2
1502809,PJ,Project Work,Project Work,3,UG,R-15,VIII SEM,0,0,0,0,0,100,0,10
1821101,BSC,M1,Mathematics-1,6,UG,R-18,I SEM,1,0,3,1,0,30,70,4
1823102,BSC,Chem,Engineering Chemistry,6,UG,R-18,I SEM,1,0,3,1,0,30,70,4
1824103,HSMC,Eng,English,6,UG,R-18,I SEM,1,0,2,0,0,30,70,2
1805104,ESC,P&PS,Programming for Problem Solving,5,UG,R-18,I SEM,1,0,3,0,0,30,70,3
1823107,BSC,Chem lab,Chemistry Lab,6,UG,R-18,I SEM,0,1,0,0,3,50,50,1.5
1805108,ESC,P&PS Lab,Programming for Problem Solving Lab,5,UG,R-18,I SEM,0,1,0,0,4,50,50,2
1824109,HSMC,Eng Lab,English Lab,6,UG,R-18,I SEM,0,1,0,0,2,50,50,1
1821201,BSC,M2,Mathematics-II,6,UG,R-18,II SEM,0,1,3,1,0,30,70,4
1822202,BSC,Phy,Engineering Physics,6,UG,R-18,II SEM,0,1,3,1,0,30,70,4
1802205,ESC,BEE,Basic Electrical Engineering,2,UG,R-18,II SEM,0,1,3,1,0,30,70,4
1803207,ESC,EG&D,Engineering Graphics & Design,3,UG,R-18,II SEM,0,1,1,0,4,50,50,3
1822208,BSC,Phy Lab,Engineering Physics Lab,6,UG,R-18,II SEM,1,0,0,0,3,50,50,1.5
1802209,ESC,BEE Lab,Basic Electrical Engineering Lab,6,UG,R-18,II SEM,1,0,0,0,2,50,50,1
1803211,ESC,W&MP,Workshop and Manufacturing Pratices,2,UG,R-18,II SEM,1,0,1,0,4,50,50,3
1823301,BSC,Biology,Biology for Engineers,6,UG,R-18,III SEM,1,0,2,0,0,30,70,2
